event_index,timestamp,source_type,host_id,process_name,pid,parent_process,event_type,operation,object,bytes_written,entropy_before,entropy_after,dst_ip,domain,label,family
285,2026-06-26T12:08:07,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_27.tmp,2941,3.2386725524108444,3.7564588424785716,,,benign,benign
286,2026-06-26T12:08:09,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
287,2026-06-26T12:08:11,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.118,google.com,benign,benign
288,2026-06-26T12:08:13,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_41.txt,0,3.5047977018844154,3.2318432028619157,,,benign,benign
289,2026-06-26T12:08:15,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_33.tmp,3478,4.470298036954386,3.7441509662078225,,,benign,benign
290,2026-06-26T12:08:17,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
291,2026-06-26T12:08:19,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.15,api.tracker.gg,benign,benign
292,2026-06-26T12:08:21,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_67.txt,0,3.7235587183033507,4.512886308111147,,,benign,benign
293,2026-06-26T12:08:23,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_49.tmp,311,2.5088955958756847,3.473049097713329,,,benign,benign
294,2026-06-26T12:08:25,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
295,2026-06-26T12:08:27,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.33,api.tracker.gg,benign,benign
296,2026-06-26T12:08:29,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_81.txt,0,4.21774333416393,3.478594924655301,,,benign,benign
297,2026-06-26T12:08:31,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_20.tmp,2356,2.0341861611651515,3.1199767182247564,,,benign,benign
298,2026-06-26T12:08:33,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
299,2026-06-26T12:08:35,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.244,api.tracker.gg,benign,benign
300,2026-06-26T12:08:37,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_83.txt,0,4.664286347537803,3.9967510094143908,,,benign,benign
301,2026-06-26T12:08:39,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_33.tmp,2989,2.6835622417831857,4.186809863941736,,,benign,benign
302,2026-06-26T12:08:41,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
303,2026-06-26T12:08:43,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.143,api.tracker.gg,benign,benign
304,2026-06-26T12:08:45,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_50.txt,0,3.3812207418958566,4.1987551973498,,,benign,benign
305,2026-06-26T12:08:47,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_5.tmp,1231,3.9316878316925123,4.236030949930519,,,benign,benign
306,2026-06-26T12:08:49,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
307,2026-06-26T12:08:51,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.212,microsoft.com,benign,benign
308,2026-06-26T12:08:53,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_37.txt,0,4.452101965227065,4.674951845212843,,,benign,benign
309,2026-06-26T12:08:55,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_43.tmp,2105,4.163151486750607,3.216368482607986,,,benign,benign
310,2026-06-26T12:08:57,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
311,2026-06-26T12:08:59,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.143,microsoft.com,benign,benign
312,2026-06-26T12:09:01,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_49.txt,0,3.9106892337330024,3.6435547004580746,,,benign,benign
313,2026-06-26T12:09:03,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_45.tmp,1078,3.4294941049622527,2.6839061151447328,,,benign,benign
314,2026-06-26T12:09:05,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
315,2026-06-26T12:09:07,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.192,microsoft.com,benign,benign
316,2026-06-26T12:09:09,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_91.txt,0,4.826860335639251,3.7624622938942722,,,benign,benign
317,2026-06-26T12:09:11,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_32.tmp,251,2.315615674523472,4.513383975442133,,,benign,benign
318,2026-06-26T12:09:13,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
319,2026-06-26T12:09:15,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.27,api.tracker.gg,benign,benign
320,2026-06-26T12:09:17,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_59.txt,0,3.0306951958305213,3.288310831933895,,,benign,benign
321,2026-06-26T12:09:19,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_5.tmp,2023,3.953813228182562,2.7625569488585224,,,benign,benign
322,2026-06-26T12:09:21,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
323,2026-06-26T12:09:23,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.220,google.com,benign,benign
324,2026-06-26T12:09:25,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_87.txt,0,4.718684368336533,3.76001879504531,,,benign,benign
325,2026-06-26T12:09:27,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_41.tmp,3043,4.218596707273308,3.319868713475447,,,benign,benign
326,2026-06-26T12:09:29,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
327,2026-06-26T12:09:31,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.62,google.com,benign,benign
328,2026-06-26T12:09:33,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_30.txt,0,4.493532733475854,3.867942943846251,,,benign,benign
329,2026-06-26T12:09:35,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_49.tmp,2695,3.759727073322595,2.3512681008070437,,,benign,benign
330,2026-06-26T12:09:37,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
331,2026-06-26T12:09:39,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.13,google.com,benign,benign
332,2026-06-26T12:09:41,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_8.txt,0,3.586735551930418,3.7496821795506294,,,benign,benign
333,2026-06-26T12:09:43,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_16.tmp,2275,3.0301293724389384,3.8045009283818203,,,benign,benign
334,2026-06-26T12:09:45,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
335,2026-06-26T12:09:47,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.22,github.com,benign,benign
336,2026-06-26T12:09:49,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_49.txt,0,4.2394207370748305,3.4816595837126263,,,benign,benign
337,2026-06-26T12:09:51,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_10.tmp,1051,3.152874783387494,2.7349433485338555,,,benign,benign
338,2026-06-26T12:09:53,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
339,2026-06-26T12:09:55,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.232,api.tracker.gg,benign,benign
340,2026-06-26T12:09:57,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_87.txt,0,4.093196275204057,3.147723800565746,,,benign,benign
341,2026-06-26T12:09:59,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_38.tmp,1325,3.5973467559000305,3.1607723461522443,,,benign,benign
342,2026-06-26T12:10:01,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
343,2026-06-26T12:10:03,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.52,microsoft.com,benign,benign
344,2026-06-26T12:10:05,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_62.txt,0,3.2133065348447216,3.762728595315258,,,benign,benign
345,2026-06-26T12:10:07,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_37.tmp,1311,4.481730109067244,2.8380768847081734,,,benign,benign
346,2026-06-26T12:10:09,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
347,2026-06-26T12:10:11,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.146,google.com,benign,benign
348,2026-06-26T12:10:13,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_78.txt,0,4.49034430826794,4.665677799346376,,,benign,benign
349,2026-06-26T12:10:15,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_50.tmp,3372,2.5752959774260407,4.104829893863219,,,benign,benign
350,2026-06-26T12:10:17,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
351,2026-06-26T12:10:19,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.175,microsoft.com,benign,benign
352,2026-06-26T12:10:21,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_81.txt,0,3.194327859631236,4.254916215633461,,,benign,benign
353,2026-06-26T12:10:23,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_20.tmp,3330,3.102057975407029,3.5489345134210066,,,benign,benign
354,2026-06-26T12:10:25,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
355,2026-06-26T12:10:27,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.85,microsoft.com,benign,benign
356,2026-06-26T12:10:29,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_23.txt,0,3.401589589300152,4.57302562206101,,,benign,benign
357,2026-06-26T12:10:31,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_34.tmp,2155,4.283717436204242,4.176181548918493,,,benign,benign
358,2026-06-26T12:10:33,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
359,2026-06-26T12:10:35,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.193,microsoft.com,benign,benign
360,2026-06-26T12:10:37,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_read,read,C:\Users\User\Documents\file_15.txt,0,3.936662777705391,3.150598721813515,,,benign,benign
361,2026-06-26T12:10:39,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_44.tmp,3066,3.686015575750586,3.0935287380082483,,,benign,benign
362,2026-06-26T12:10:41,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
363,2026-06-26T12:10:43,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.204,google.com,benign,benign
364,2026-06-26T12:10:45,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_2.txt,0,3.5289171567048476,3.2471774735269845,,,benign,benign
365,2026-06-26T12:10:47,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_44.tmp,3167,3.6808519933775328,3.561400229130415,,,benign,benign
366,2026-06-26T12:10:49,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
367,2026-06-26T12:10:51,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.122,github.com,benign,benign
368,2026-06-26T12:10:53,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_80.txt,0,4.768469690429704,4.122814764499758,,,benign,benign
369,2026-06-26T12:10:55,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_15.tmp,2752,2.1580426029004887,4.159638378476119,,,benign,benign
370,2026-06-26T12:10:57,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
371,2026-06-26T12:10:59,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.37,google.com,benign,benign
372,2026-06-26T12:11:01,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_5.txt,0,3.6087291687120104,3.9852492379564115,,,benign,benign
373,2026-06-26T12:11:03,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_16.tmp,3734,3.3438665147063142,3.0716145778753563,,,benign,benign
374,2026-06-26T12:11:05,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
375,2026-06-26T12:11:07,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.152,api.tracker.gg,benign,benign
376,2026-06-26T12:11:09,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_54.txt,0,4.309843794986928,4.667386166592643,,,benign,benign
377,2026-06-26T12:11:11,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_27.tmp,3946,4.378803813452649,2.181790717137617,,,benign,benign
378,2026-06-26T12:11:13,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
379,2026-06-26T12:11:15,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.115,api.tracker.gg,benign,benign
380,2026-06-26T12:11:17,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_47.txt,0,3.1987092492122606,4.371360530962571,,,benign,benign
381,2026-06-26T12:11:19,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_42.tmp,1569,2.151375222916522,2.789703602153967,,,benign,benign
382,2026-06-26T12:11:21,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,registry_set,set,HKCU\Software\chrome\Settings,0,0.0,0.0,,,benign,benign
383,2026-06-26T12:11:23,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.171,google.com,benign,benign
384,2026-06-26T12:11:25,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_83.txt,0,4.278985837059407,4.942186624129972,,,benign,benign
385,2026-06-26T12:11:27,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_22.tmp,1097,4.472052259853554,4.067445249940789,,,benign,benign
386,2026-06-26T12:11:29,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
387,2026-06-26T12:11:31,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.152,github.com,benign,benign
388,2026-06-26T12:11:33,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_30.txt,0,3.657119106864461,3.2951083598828874,,,benign,benign
389,2026-06-26T12:11:35,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_1.tmp,1235,4.146015315950441,2.46171995080127,,,benign,benign
390,2026-06-26T12:11:37,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,registry_set,set,HKCU\Software\code\Settings,0,0.0,0.0,,,benign,benign
391,2026-06-26T12:11:39,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.206,microsoft.com,benign,benign
392,2026-06-26T12:11:41,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_15.txt,0,4.322115285194633,3.0515602995723965,,,benign,benign
393,2026-06-26T12:11:43,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_23.tmp,3335,3.971078836134292,3.5721323051261056,,,benign,benign
394,2026-06-26T12:11:45,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,registry_set,set,HKCU\Software\chrome\Settings,0,0.0,0.0,,,benign,benign
395,2026-06-26T12:11:47,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.15,microsoft.com,benign,benign
396,2026-06-26T12:11:49,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_95.txt,0,3.8419211138201583,3.227298613573093,,,benign,benign
397,2026-06-26T12:11:51,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_31.tmp,1936,3.945042598285507,3.383094894022979,,,benign,benign
398,2026-06-26T12:11:53,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,registry_set,set,HKCU\Software\chrome\Settings,0,0.0,0.0,,,benign,benign
399,2026-06-26T12:11:55,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.244,github.com,benign,benign
400,2026-06-26T12:11:57,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_6.txt,0,4.45448599432747,4.8175033758130805,,,benign,benign
401,2026-06-26T12:11:59,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_20.tmp,1976,3.608351710513722,2.17787659877586,,,benign,benign
402,2026-06-26T12:12:01,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
403,2026-06-26T12:12:03,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.177,api.tracker.gg,benign,benign
404,2026-06-26T12:12:05,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_63.txt,0,4.4248026297941925,3.8871246587260173,,,benign,benign
405,2026-06-26T12:12:07,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_21.tmp,2591,2.370834564150911,2.4154789707626403,,,benign,benign
406,2026-06-26T12:12:09,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
407,2026-06-26T12:12:11,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.99,microsoft.com,benign,benign
408,2026-06-26T12:12:13,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_read,read,C:\Users\User\Documents\file_68.txt,0,3.5897954918997796,4.011102148971361,,,benign,benign
409,2026-06-26T12:12:15,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_7.tmp,3348,3.7544485463651656,4.231981843238938,,,benign,benign
410,2026-06-26T12:12:17,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
411,2026-06-26T12:12:19,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,network_connection,connect,api.tracker.gg,0,0.0,0.0,192.168.1.117,api.tracker.gg,benign,benign
412,2026-06-26T12:12:21,simulated_behavior,lab-host-01,code.exe,1200,explorer.exe,file_read,read,C:\Users\User\Documents\file_53.txt,0,3.6778632376703504,3.9069978058148944,,,benign,benign
413,2026-06-26T12:12:23,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_47.tmp,489,2.7813708749928328,2.8813089278546693,,,benign,benign
414,2026-06-26T12:12:25,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
415,2026-06-26T12:12:27,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.177,github.com,benign,benign
416,2026-06-26T12:12:29,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_9.txt,0,3.1824495767320973,3.170728714663239,,,benign,benign
417,2026-06-26T12:12:31,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_7.tmp,3149,3.8469899962217893,4.129423213193481,,,benign,benign
418,2026-06-26T12:12:33,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,registry_set,set,HKCU\Software\Valorant_Tracker\Settings,0,0.0,0.0,,,benign,benign
419,2026-06-26T12:12:35,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,microsoft.com,0,0.0,0.0,192.168.1.173,microsoft.com,benign,benign
420,2026-06-26T12:12:37,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,file_read,read,C:\Users\User\Documents\file_53.txt,0,3.7071961592675353,4.330681040005831,,,benign,benign
421,2026-06-26T12:12:39,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_47.tmp,310,4.4209965632786865,3.601025228061692,,,benign,benign
422,2026-06-26T12:12:41,simulated_behavior,lab-host-01,python.exe,1300,cmd.exe,registry_set,set,HKCU\Software\python\Settings,0,0.0,0.0,,,benign,benign
423,2026-06-26T12:12:43,simulated_behavior,lab-host-01,chrome.exe,1100,explorer.exe,network_connection,connect,github.com,0,0.0,0.0,192.168.1.41,github.com,benign,benign
424,2026-06-26T12:12:45,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,file_read,read,C:\Users\User\Documents\file_29.txt,0,4.694549696269905,3.700227988442382,,,benign,benign
425,2026-06-26T12:12:47,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,file_write,write,C:\Users\User\AppData\Local\Temp\log_24.tmp,570,3.9065140798421245,3.5352500108286566,,,benign,benign
426,2026-06-26T12:12:49,simulated_behavior,lab-host-01,idman642build63.exe,1400,explorer.exe,registry_set,set,HKCU\Software\idman642build63\Settings,0,0.0,0.0,,,benign,benign
427,2026-06-26T12:12:51,simulated_behavior,lab-host-01,Valorant_Tracker.exe,1500,explorer.exe,network_connection,connect,google.com,0,0.0,0.0,192.168.1.157,google.com,benign,benign
